,subject,problem,group,choice,samplesize
931,15,S2G2,0,0,6
932,15,S3G2,0,1,21
933,15,S4G2,0,0,10
934,15,S5G2,0,1,14
935,15,S6G2,0,1,12
936,15,S7G2,0,1,13
937,15,S8G2,0,1,18
938,15,S9G2,0,0,6
939,15,S10G2,0,0,3
940,15,S11G2,0,1,12
941,15,S12G2,0,1,4
942,15,S13G2,0,0,4
943,15,S14G2,0,1,2
944,15,S15G2,0,1,2
945,15,S16G2,0,0,2
946,15,S17G2,0,0,2
947,15,S18G2,0,1,2
948,15,S19G2,0,0,2
949,15,S20G2,0,1,6
950,15,S21G2,0,1,10
951,15,S1G3,0,1,18
952,15,S2G3,0,1,20
953,15,S3G3,0,1,27
954,15,S4G3,0,1,16
955,15,S5G3,0,1,16
956,15,S6G3,0,1,14
957,15,S7G3,0,1,11
958,15,S8G3,0,1,5
959,15,S9G3,0,1,12
960,15,S10G3,0,1,4
961,15,S11G3,0,1,20
962,15,S12G3,0,1,6
963,15,S13G3,0,1,20
964,15,S14G3,0,0,10
965,15,S15G3,0,0,10
966,15,S16G3,0,0,12
967,15,S17G3,0,0,10
968,15,S18G3,0,0,4
969,15,S19G3,0,1,2
970,15,S20G3,0,0,10
971,15,S21G3,0,1,8
972,15,S1G4,0,1,16
973,15,S2G4,0,0,18
974,15,S3G4,0,0,22
975,15,S4G4,0,0,12
976,15,S5G4,0,1,26
977,15,S6G4,0,1,20
978,15,S7G4,0,0,21
979,15,S8G4,0,0,12
980,15,S9G4,0,1,15
981,15,S10G4,0,1,4
982,15,S11G4,0,0,16
983,15,S12G4,0,1,8
984,15,S13G4,0,0,8
985,15,S14G4,0,0,12
986,15,S15G4,0,0,6
987,15,S16G4,0,1,24
988,15,S17G4,0,1,8
989,15,S18G4,0,1,2
990,15,S19G4,0,0,10
991,15,S20G4,0,0,4
992,15,S21G4,0,0,12
993,16,S1G1,0,0,42
994,16,S2G1,0,0,44
995,16,S3G1,0,0,22
996,16,S4G1,0,1,76
997,16,S5G1,0,1,30
998,16,S6G1,0,0,23
999,16,S7G1,0,0,26
1000,16,S8G1,0,0,22
1001,16,S9G1,0,1,34
1002,16,S10G1,0,1,54
1003,16,S11G1,0,0,57
1004,16,S12G1,0,0,40
1005,16,S13G1,0,1,24
1006,16,S14G1,0,0,40
1007,16,S15G1,0,1,40
1008,16,S16G1,0,1,40
1009,16,S17G1,0,0,42
1010,16,S18G1,0,1,40
1011,16,S19G1,0,0,40
1012,16,S20G1,0,0,40
1013,16,S21G1,0,0,40
1014,16,S1G2,0,1,22
1015,16,S2G2,0,0,12
1016,16,S3G2,0,1,24
1017,16,S4G2,0,0,43
1018,16,S5G2,0,1,50
1019,16,S6G2,0,1,23
1020,16,S7G2,0,1,20
1021,16,S8G2,0,1,19
1022,16,S9G2,0,1,54
1023,16,S10G2,0,1,54
1024,16,S11G2,0,1,50
1025,16,S12G2,0,0,40
1026,16,S13G2,0,1,22
1027,16,S14G2,0,1,40
1028,16,S15G2,0,1,40
1029,16,S16G2,0,1,41
1030,16,S17G2,0,1,40
1031,16,S18G2,0,0,40
1032,16,S19G2,0,1,40
1033,16,S20G2,0,1,40
1034,16,S21G2,0,1,40
1035,16,S1G3,0,1,22
1036,16,S2G3,0,1,51
1037,16,S3G3,0,1,14
1038,16,S4G3,0,1,74
1039,16,S5G3,0,1,24
1040,16,S6G3,0,0,65
1041,16,S7G3,0,0,22
1042,16,S8G3,0,1,28
1043,16,S9G3,0,1,14
1044,16,S10G3,0,1,38
1045,16,S11G3,0,1,40
1046,16,S12G3,0,1,42
1047,16,S13G3,0,1,28
1048,16,S14G3,0,1,40
1049,16,S15G3,0,1,40
1050,16,S16G3,0,0,41
1051,16,S17G3,0,0,40
1052,16,S18G3,0,1,40
1053,16,S19G3,0,1,40
1054,16,S20G3,0,0,40
1055,16,S21G3,0,1,40
1056,16,S1G4,0,1,44
1057,16,S2G4,0,1,22
1058,16,S3G4,0,0,26
1059,16,S4G4,0,0,38
1060,16,S5G4,0,1,30
1061,16,S6G4,0,0,34
1062,16,S7G4,0,0,38
1063,16,S8G4,0,1,24
1064,16,S9G4,0,0,19
1065,16,S10G4,0,0,34
1066,16,S11G4,0,0,46
1067,16,S12G4,0,0,40
1068,16,S13G4,0,1,22
1069,16,S14G4,0,1,40
1070,16,S15G4,0,0,41
1071,16,S16G4,0,1,40
1072,16,S17G4,0,0,40
1073,16,S18G4,0,1,40
1074,16,S19G4,0,1,40
1075,16,S20G4,0,1,40
1076,16,S21G4,0,1,40
1077,17,S1G1,0,0,5
1078,17,S2G1,0,1,9
1079,17,S3G1,0,1,11
1080,17,S4G1,0,1,25
1081,17,S5G1,0,1,19
1082,17,S6G1,0,1,19
1083,17,S7G1,0,1,29
1084,17,S8G1,0,1,11
1085,17,S9G1,0,0,12
1086,17,S10G1,0,1,25
1087,17,S11G1,0,1,16
1088,17,S12G1,0,1,4
1089,17,S13G1,0,0,19
1090,17,S14G1,0,0,32
1091,17,S15G1,0,0,18
1092,17,S16G1,0,0,24
1093,17,S17G1,0,0,4
1094,17,S18G1,0,0,6
1095,17,S19G1,0,0,18
1096,17,S20G1,0,0,14
1097,17,S21G1,0,0,21
1098,17,S1G2,0,1,8
1099,17,S2G2,0,0,11
1100,17,S3G2,0,0,9
1101,17,S4G2,0,1,26
1102,17,S5G2,0,1,23
1103,17,S6G2,0,1,17
1104,17,S7G2,0,1,124
1105,17,S8G2,0,1,23
1106,17,S9G2,0,0,6
1107,17,S10G2,0,1,19
1108,17,S11G2,0,1,23
1109,17,S12G2,0,0,6
1110,17,S13G2,0,1,23
1111,17,S14G2,0,1,26
1112,17,S15G2,0,0,18
1113,17,S16G2,0,1,13
1114,17,S17G2,0,1,18
1115,17,S18G2,0,1,6
1116,17,S19G2,0,1,33
1117,17,S20G2,0,1,16
1118,17,S21G2,0,1,19
1119,17,S1G3,0,0,8
1120,17,S2G3,0,0,8
1121,17,S3G3,0,1,12
1122,17,S4G3,0,0,24
1123,17,S5G3,0,0,34
1124,17,S6G3,0,1,15
1125,17,S7G3,0,1,22
1126,17,S8G3,0,1,56
1127,17,S9G3,0,1,19
1128,17,S10G3,0,1,10
1129,17,S11G3,0,1,17
1130,17,S12G3,0,1,20
1131,17,S13G3,0,1,14
1132,17,S14G3,0,0,27
1133,17,S15G3,0,0,12
1134,17,S16G3,0,1,16
1135,17,S17G3,0,0,13
1136,17,S18G3,0,0,10
1137,17,S19G3,0,0,17
1138,17,S20G3,0,1,16
1139,17,S21G3,0,1,8
1140,17,S1G4,0,0,8
1141,17,S2G4,0,1,9
1142,17,S3G4,0,0,15
1143,17,S4G4,0,1,16
1144,17,S5G4,0,1,17
1145,17,S6G4,0,1,12
1146,17,S7G4,0,1,29
1147,17,S8G4,0,0,26
1148,17,S9G4,0,1,27
1149,17,S10G4,0,0,47
1150,17,S11G4,0,1,14
1151,17,S12G4,0,0,13
1152,17,S13G4,0,1,38
1153,17,S14G4,0,0,22
1154,17,S15G4,0,1,18
1155,17,S16G4,0,1,14
1156,17,S17G4,0,1,26
1157,17,S18G4,0,0,7
1158,17,S19G4,0,0,32
1159,17,S20G4,0,0,29
1160,17,S21G4,0,1,11
1161,18,S1G1,0,1,56
1162,18,S2G1,0,0,38
1163,18,S3G1,0,1,67
1164,18,S4G1,0,1,31
1165,18,S5G1,0,1,22
1166,18,S6G1,0,0,38
1167,18,S7G1,0,0,35
1168,18,S8G1,0,1,11
1169,18,S9G1,0,0,16
1170,18,S10G1,0,1,18
1171,18,S11G1,0,1,18
1172,18,S12G1,0,1,17
1173,18,S13G1,0,1,17
1174,18,S14G1,0,0,20
1175,18,S15G1,0,0,24
1176,18,S16G1,0,1,21
1177,18,S17G1,0,1,19
1178,18,S18G1,0,0,62
1179,18,S19G1,0,1,42
1180,18,S20G1,0,1,21
1181,18,S21G1,0,1,26
1182,18,S1G2,0,1,30
1183,18,S2G2,0,0,8
1184,18,S3G2,0,0,23
1185,18,S4G2,0,1,43
1186,18,S5G2,0,0,62
1187,18,S6G2,0,0,63
1188,18,S7G2,0,0,27
1189,18,S8G2,0,0,25
1190,18,S9G2,0,0,19
1191,18,S10G2,0,1,18
1192,18,S11G2,0,1,28
1193,18,S12G2,0,1,11
1194,18,S13G2,0,0,18
1195,18,S14G2,0,1,21
1196,18,S15G2,0,1,45
1197,18,S16G2,0,1,28
1198,18,S17G2,0,1,21
1199,18,S18G2,0,0,63
1200,18,S19G2,0,1,24
1201,18,S20G2,0,0,13
1202,18,S21G2,0,1,37
1203,18,S1G3,0,0,22
1204,18,S2G3,0,0,41
1205,18,S3G3,0,0,25
1206,18,S4G3,0,0,26
1207,18,S5G3,0,0,21
1208,18,S6G3,0,0,26
1209,18,S7G3,0,0,22
1210,18,S8G3,0,0,16
1211,18,S9G3,0,0,21
1212,18,S10G3,0,0,20
1213,18,S11G3,0,0,19
1214,18,S12G3,0,0,31
1215,18,S13G3,0,0,9
1216,18,S14G3,0,1,21
1217,18,S15G3,0,0,21
1218,18,S16G3,0,0,27
1219,18,S17G3,0,1,50
1220,18,S18G3,0,0,17
1221,18,S19G3,0,1,53
1222,18,S20G3,0,0,25
1223,18,S21G3,0,0,13
1224,18,S1G4,0,1,31
1225,18,S2G4,0,1,47
1226,18,S3G4,0,1,21
1227,18,S4G4,0,1,35
1228,18,S5G4,0,1,17
1229,18,S6G4,0,1,65
1230,18,S7G4,0,1,27
1231,18,S8G4,0,1,29
1232,18,S9G4,0,0,35
1233,18,S10G4,0,1,35
1234,18,S11G4,0,1,29
1235,18,S12G4,0,1,21
1236,18,S13G4,0,1,9
1237,18,S14G4,0,0,19
1238,18,S15G4,0,0,26
1239,18,S16G4,0,1,23
1240,18,S17G4,0,0,68
1241,18,S18G4,0,1,61
1242,18,S19G4,0,0,53
1243,18,S20G4,0,1,24
1244,18,S21G4,0,1,27
1245,20,S1G1,0,0,1
1246,20,S2G1,0,0,14
1247,20,S3G1,0,0,9
1248,20,S4G1,0,0,17
1249,20,S5G1,0,1,1
1250,20,S6G1,0,1,1
1251,20,S7G1,0,1,10
1252,20,S8G1,0,0,8
1253,20,S9G1,0,0,1
1254,20,S10G1,0,1,18
1255,20,S11G1,0,1,14
1256,20,S12G1,0,1,12
1257,20,S13G1,0,1,12
1258,20,S14G1,0,1,14
1259,20,S15G1,0,0,11
1260,20,S16G1,0,1,12
1261,20,S17G1,0,1,10
1262,20,S18G1,0,0,10
1263,20,S19G1,0,1,10
1264,20,S20G1,0,1,8
1265,20,S21G1,0,1,10
1266,20,S1G2,0,0,1
1267,20,S2G2,0,0,10
1268,20,S3G2,0,1,17
1269,20,S4G2,0,1,1
1270,20,S5G2,0,0,15
1271,20,S6G2,0,0,1
1272,20,S7G2,0,0,15
1273,20,S8G2,0,1,10
1274,20,S9G2,0,0,14
1275,20,S10G2,0,1,12
1276,20,S11G2,0,1,14
1277,20,S12G2,0,1,14
1278,20,S13G2,0,1,12
1279,20,S14G2,0,0,10
1280,20,S15G2,0,1,1
1281,20,S16G2,0,0,1
1282,20,S17G2,0,0,12
1283,20,S18G2,0,1,10
1284,20,S19G2,0,1,12
1285,20,S20G2,0,0,1
1286,20,S21G2,0,1,10
1287,20,S1G3,0,0,1
1288,20,S2G3,0,0,10
1289,20,S3G3,0,0,25
1290,20,S4G3,0,0,1
1291,20,S5G3,0,0,13
1292,20,S6G3,0,0,13
1293,20,S7G3,0,1,1
1294,20,S8G3,0,1,12
1295,20,S9G3,0,0,12
1296,20,S10G3,0,0,16
1297,20,S11G3,0,1,14
1298,20,S12G3,0,1,13
1299,20,S13G3,0,0,10
1300,20,S14G3,0,0,14
1301,20,S15G3,0,0,1
1302,20,S16G3,0,1,12
1303,20,S17G3,0,1,12
1304,20,S18G3,0,0,9
1305,20,S19G3,0,1,20
1306,20,S20G3,0,0,16
1307,20,S21G3,0,0,6
1308,20,S1G4,0,0,20
1309,20,S2G4,0,1,20
1310,20,S3G4,0,1,9
1311,20,S4G4,0,0,12
1312,20,S5G4,0,1,15
1313,20,S6G4,0,0,1
1314,20,S7G4,0,1,29
1315,20,S8G4,0,1,21
1316,20,S9G4,0,0,14
1317,20,S10G4,0,1,12
1318,20,S11G4,0,0,10
1319,20,S12G4,0,0,15
1320,20,S13G4,0,1,14
1321,20,S14G4,0,1,14
1322,20,S15G4,0,1,1
1323,20,S16G4,0,1,1
1324,20,S17G4,0,1,10
1325,20,S18G4,0,1,10
1326,20,S19G4,0,1,20
1327,20,S20G4,0,0,6
1328,20,S21G4,0,1,12
1329,21,S1G1,0,1,24
1330,21,S2G1,0,0,10
1331,21,S3G1,0,1,19
1332,21,S4G1,0,0,19
1333,21,S5G1,0,1,13
1334,21,S6G1,0,0,17
1335,21,S7G1,0,1,61
1336,21,S8G1,0,1,17
1337,21,S9G1,0,1,32
1338,21,S10G1,0,0,12
1339,21,S11G1,0,0,19
1340,21,S12G1,0,0,23
1341,21,S13G1,0,1,36
1342,21,S14G1,0,1,15
1343,21,S15G1,0,1,28
1344,21,S16G1,0,1,24
1345,21,S17G1,0,1,15
1346,21,S18G1,0,1,28
1347,21,S19G1,0,0,22
1348,21,S20G1,0,0,22
1349,21,S21G1,0,1,20
1350,21,S1G2,0,1,7
1351,21,S2G2,0,1,13
1352,21,S3G2,0,1,9
1353,21,S4G2,0,0,15
1354,21,S5G2,0,0,16
1355,21,S6G2,0,1,8
1356,21,S7G2,0,0,26
1357,21,S8G2,0,1,20
1358,21,S9G2,0,0,13
1359,21,S10G2,0,1,25
1360,21,S11G2,0,0,17
1361,21,S12G2,0,0,17
1362,21,S13G2,0,0,31
1363,21,S14G2,0,1,18
1364,21,S15G2,0,0,17
1365,21,S16G2,0,0,28
1366,21,S17G2,0,0,9
1367,21,S18G2,0,0,36
1368,21,S19G2,0,0,16
1369,21,S20G2,0,0,36
1370,21,S21G2,0,1,39
1371,21,S1G3,0,1,35
1372,21,S2G3,0,0,20
1373,21,S3G3,0,0,17
1374,21,S4G3,0,1,27
1375,21,S5G3,0,0,17
1376,21,S6G3,0,0,19
1377,21,S7G3,0,1,26
1378,21,S8G3,0,0,30
1379,21,S9G3,0,0,21
1380,21,S10G3,0,0,43
1381,21,S11G3,0,1,34
1382,21,S12G3,0,0,30
1383,21,S13G3,0,1,22
1384,21,S14G3,0,1,19
1385,21,S15G3,0,1,6
1386,21,S16G3,0,1,15
1387,21,S17G3,0,0,30
1388,21,S18G3,0,1,31
1389,21,S19G3,0,1,20
1390,21,S20G3,0,1,30
1391,21,S21G3,0,1,45
1392,21,S1G4,0,0,36
1393,21,S2G4,0,1,24
1394,21,S3G4,0,0,22
1395,21,S4G4,0,1,23
1396,21,S5G4,0,1,25
1397,21,S6G4,0,1,16
1398,21,S7G4,0,0,41
1399,21,S8G4,0,0,11
1400,21,S9G4,0,1,22
1401,21,S10G4,0,0,13
1402,21,S11G4,0,0,17
1403,21,S12G4,0,0,19
1404,21,S13G4,0,1,17
1405,21,S14G4,0,1,11
1406,21,S15G4,0,1,13
1407,21,S16G4,0,1,21
1408,21,S17G4,0,1,30
1409,21,S18G4,0,0,16
1410,21,S19G4,0,0,53
1411,21,S20G4,0,1,25
1412,21,S21G4,0,1,26
1413,22,S1G1,0,1,14
1414,22,S2G1,0,0,8
1415,22,S3G1,0,1,8
1416,22,S4G1,0,0,41
1417,22,S5G1,0,1,25
1418,22,S6G1,0,0,46
1419,22,S7G1,0,1,38
1420,22,S8G1,0,1,23
1421,22,S9G1,0,1,13
1422,22,S10G1,0,1,20
1423,22,S11G1,0,0,20
1424,22,S12G1,0,1,35
1425,22,S13G1,0,0,27
1426,22,S14G1,0,1,33
1427,22,S15G1,0,1,40
1428,22,S16G1,0,0,22
1429,22,S17G1,0,0,21
1430,22,S18G1,0,1,19
1431,22,S19G1,0,1,27
1432,22,S20G1,0,1,27
1433,22,S21G1,0,1,20
1434,22,S1G2,0,1,24
1435,22,S2G2,0,0,13
1436,22,S3G2,0,1,11
1437,22,S4G2,0,1,25
1438,22,S5G2,0,1,39
1439,22,S6G2,0,0,43
1440,22,S7G2,0,0,57
1441,22,S8G2,0,0,25
1442,22,S9G2,0,1,11
1443,22,S10G2,0,0,19
1444,22,S11G2,0,0,20
1445,22,S12G2,0,1,33
1446,22,S13G2,0,0,50
1447,22,S14G2,0,1,29
1448,22,S15G2,0,0,30
1449,22,S16G2,0,1,39
1450,22,S17G2,0,1,21
1451,22,S18G2,0,0,11
1452,22,S19G2,0,1,33
1453,22,S20G2,0,1,22
1454,22,S21G2,0,1,16
1455,22,S1G3,0,1,19
1456,22,S2G3,0,1,10
1457,22,S3G3,0,1,1
1458,22,S4G3,0,0,25
1459,22,S5G3,0,0,24
1460,22,S6G3,0,1,39
1461,22,S7G3,0,0,23
1462,22,S8G3,0,0,15
1463,22,S9G3,0,1,11
1464,22,S10G3,0,1,19
1465,22,S11G3,0,1,12
1466,22,S12G3,0,0,39
1467,22,S13G3,0,1,31
1468,22,S14G3,0,0,1
1469,22,S15G3,0,0,31
1470,22,S16G3,0,1,30
1471,22,S17G3,0,0,36
1472,22,S18G3,0,1,22
1473,22,S19G3,0,0,29
1474,22,S20G3,0,0,26
1475,22,S21G3,0,1,18
1476,22,S1G4,0,1,12
1477,22,S2G4,0,1,11
1478,22,S3G4,0,1,12
1479,22,S4G4,0,1,16
1480,22,S5G4,0,0,20
1481,22,S6G4,0,0,24
1482,22,S7G4,0,0,47
1483,22,S8G4,0,1,14
1484,22,S9G4,0,1,8
1485,22,S10G4,0,0,19
1486,22,S11G4,0,0,11
1487,22,S12G4,0,1,37
1488,22,S13G4,0,1,35
1489,22,S14G4,0,1,17
1490,22,S15G4,0,0,30
1491,22,S16G4,0,0,34
1492,22,S17G4,0,1,23
1493,22,S18G4,0,0,19
1494,22,S19G4,0,1,31
1495,22,S20G4,0,0,29
1496,22,S21G4,0,1,13
1497,23,S1G1,0,1,19
1498,23,S2G1,0,0,15
1499,23,S3G1,0,0,18
1500,23,S4G1,0,0,9
1501,23,S5G1,0,0,27
1502,23,S6G1,0,0,22
1503,23,S7G1,0,0,14
1504,23,S8G1,0,1,24
1505,23,S9G1,0,1,15
1506,23,S10G1,0,0,12
1507,23,S11G1,0,1,16
1508,23,S12G1,0,1,12
1509,23,S13G1,0,0,12
1510,23,S14G1,0,0,12
1511,23,S15G1,0,1,12
1512,23,S16G1,0,0,15
1513,23,S17G1,0,1,12
1514,23,S18G1,0,0,10
1515,23,S19G1,0,0,13
1516,23,S20G1,0,0,13
1517,23,S21G1,0,1,14
1518,23,S1G2,0,1,17
1519,23,S2G2,0,1,19
1520,23,S3G2,0,1,17
1521,23,S4G2,0,0,14
1522,23,S5G2,0,1,18
1523,23,S6G2,0,1,14
1524,23,S7G2,0,0,10
1525,23,S8G2,0,1,18
1526,23,S9G2,0,1,13
1527,23,S10G2,0,1,13
1528,23,S11G2,0,1,13
1529,23,S12G2,0,0,14
1530,23,S13G2,0,1,13
1531,23,S14G2,0,1,12
1532,23,S15G2,0,1,13
1533,23,S16G2,0,1,12
1534,23,S17G2,0,1,15
1535,23,S18G2,0,1,14
1536,23,S19G2,0,1,12
1537,23,S20G2,0,1,16
1538,23,S21G2,0,1,11
1539,23,S1G3,0,1,12
1540,23,S2G3,0,1,24
1541,23,S3G3,0,1,25
1542,23,S4G3,0,0,12
1543,23,S5G3,0,0,17
1544,23,S6G3,0,1,22
1545,23,S7G3,0,1,11
1546,23,S8G3,0,1,11
1547,23,S9G3,0,0,16
1548,23,S10G3,0,0,17
1549,23,S11G3,0,0,11
1550,23,S12G3,0,1,15
1551,23,S13G3,0,1,13
1552,23,S14G3,0,1,8
1553,23,S15G3,0,1,13
1554,23,S16G3,0,1,13
1555,23,S17G3,0,1,22
1556,23,S18G3,0,0,12
1557,23,S19G3,0,1,21
1558,23,S20G3,0,0,13
1559,23,S21G3,0,1,16
1560,23,S1G4,0,0,17
1561,23,S2G4,0,0,11
1562,23,S3G4,0,0,16
1563,23,S4G4,0,1,12
1564,23,S5G4,0,1,9
1565,23,S6G4,0,1,21
1566,23,S7G4,0,1,16
1567,23,S8G4,0,0,12
1568,23,S9G4,0,1,16
1569,23,S10G4,0,0,15
1570,23,S11G4,0,0,14
1571,23,S12G4,0,1,23
1572,23,S13G4,0,0,18
1573,23,S14G4,0,0,17
1574,23,S15G4,0,1,16
1575,23,S16G4,0,0,12
1576,23,S17G4,0,1,17
1577,23,S18G4,0,0,16
1578,23,S19G4,0,0,19
1579,23,S20G4,0,0,12
1580,23,S21G4,0,0,16
1581,24,S1G1,0,0,6
1582,24,S2G1,0,0,4
1583,24,S3G1,0,0,4
1584,24,S4G1,0,0,4
1585,24,S5G1,0,1,4
1586,24,S6G1,0,1,4
1587,24,S7G1,0,0,12
1588,24,S8G1,0,1,4
1589,24,S9G1,0,1,7
1590,24,S10G1,0,1,8
1591,24,S11G1,0,0,3
1592,24,S12G1,0,0,7
1593,24,S13G1,0,0,7
1594,24,S14G1,0,1,10
1595,24,S15G1,0,0,4
1596,24,S16G1,0,0,11
1597,24,S17G1,0,1,2
1598,24,S18G1,0,0,5
1599,24,S19G1,0,0,4
1600,24,S20G1,0,0,12
1601,24,S21G1,0,1,2
1602,24,S1G2,0,0,4
1603,24,S2G2,0,0,6
1604,24,S3G2,0,0,2
1605,24,S4G2,0,0,6
1606,24,S5G2,0,1,6
1607,24,S6G2,0,0,4
1608,24,S7G2,0,0,4
1609,24,S8G2,0,1,6
1610,24,S9G2,0,0,9
1611,24,S10G2,0,1,5
1612,24,S11G2,0,1,2
1613,24,S12G2,0,0,2
1614,24,S13G2,0,1,11
1615,24,S14G2,0,0,8
1616,24,S15G2,0,1,8
1617,24,S16G2,0,1,2
1618,24,S17G2,0,0,5
1619,24,S18G2,0,1,5
1620,24,S19G2,0,0,13
1621,24,S20G2,0,0,8
1622,24,S21G2,0,0,8
1623,24,S1G3,0,1,10
1624,24,S2G3,0,1,8
1625,24,S3G3,0,1,6
1626,24,S4G3,0,1,8
1627,24,S5G3,0,1,14
1628,24,S6G3,0,0,6
1629,24,S7G3,0,1,5
1630,24,S8G3,0,0,8
1631,24,S9G3,0,0,10
1632,24,S10G3,0,1,10
1633,24,S11G3,0,0,10
1634,24,S12G3,0,1,3
1635,24,S13G3,0,0,10
1636,24,S14G3,0,0,12
1637,24,S15G3,0,0,23
1638,24,S16G3,0,0,2
1639,24,S17G3,0,0,4
1640,24,S18G3,0,1,12
1641,24,S19G3,0,1,5
1642,24,S20G3,0,1,10
1643,24,S21G3,0,1,13
1644,24,S1G4,0,1,12
1645,24,S2G4,0,1,6
1646,24,S3G4,0,0,10
1647,24,S4G4,0,0,8
1648,24,S5G4,0,1,12
1649,24,S6G4,0,1,7
1650,24,S7G4,0,0,7
1651,24,S8G4,0,0,4
1652,24,S9G4,0,1,14
1653,24,S10G4,0,0,6
1654,24,S11G4,0,1,6
1655,24,S12G4,0,1,7
1656,24,S13G4,0,0,9
1657,24,S14G4,0,1,12
1658,24,S15G4,0,1,15
1659,24,S16G4,0,1,6
1660,24,S17G4,0,1,9
1661,24,S18G4,0,1,10
1662,24,S19G4,0,0,9
1663,24,S20G4,0,1,4
1664,24,S21G4,0,1,7
1665,25,S1G1,0,0,2
1666,25,S2G1,0,1,13
1667,25,S3G1,0,1,6
1668,25,S4G1,0,1,10
1669,25,S5G1,0,1,5
1670,25,S6G1,0,0,8
1671,25,S7G1,0,1,3
1672,25,S9G1,0,1,2
1673,25,S10G1,0,0,1
1674,25,S11G1,0,0,2
1675,25,S12G1,0,0,9
1676,25,S13G1,0,1,2
1677,25,S14G1,0,1,2
1678,25,S15G1,0,1,2
1679,25,S16G1,0,0,2
1680,25,S17G1,0,1,2
1681,25,S18G1,0,1,4
1682,25,S19G1,0,0,2
1683,25,S20G1,0,1,2
1684,25,S21G1,0,0,2
1685,25,S1G2,0,1,3
1686,25,S2G2,0,0,11
1687,25,S3G2,0,0,6
1688,25,S4G2,0,1,14
1689,25,S5G2,0,0,12
1690,25,S6G2,0,1,3
1691,25,S7G2,0,1,2
1692,25,S8G2,0,0,5
1693,25,S9G2,0,1,4
1694,25,S11G2,0,0,2
1695,25,S12G2,0,1,2
1696,25,S13G2,0,1,2
1697,25,S14G2,0,0,2
1698,25,S15G2,0,1,2
1699,25,S16G2,0,1,4
1700,25,S17G2,0,1,3
1701,25,S18G2,0,1,1
1702,25,S19G2,0,1,2
1703,25,S20G2,0,1,2
1704,25,S21G2,0,1,5
1705,25,S1G3,0,0,1
1706,25,S2G3,0,1,7
1707,25,S3G3,0,1,17
1708,25,S4G3,0,1,16
1709,25,S5G3,0,1,15
1710,25,S6G3,0,1,12
1711,25,S7G3,0,0,12
1712,25,S8G3,0,1,5
1713,25,S9G3,0,0,9
1714,25,S10G3,0,1,7
1715,25,S11G3,0,1,3
1716,25,S12G3,0,1,7
1717,25,S13G3,0,1,3
1718,25,S14G3,0,1,4
1719,25,S15G3,0,0,2
1720,25,S16G3,0,0,3
1721,25,S17G3,0,1,5
1722,25,S18G3,0,0,3
1723,25,S19G3,0,1,2
1724,25,S20G3,0,1,2
1725,25,S21G3,0,1,4
1726,25,S1G4,0,0,2
1727,25,S2G4,0,1,10
1728,25,S3G4,0,1,28
1729,25,S4G4,0,1,14
1730,25,S5G4,0,1,17
1731,25,S6G4,0,0,9
1732,25,S7G4,0,0,9
1733,25,S8G4,0,1,3
1734,25,S9G4,0,1,13
1735,25,S10G4,0,0,10
1736,25,S11G4,0,0,3
1737,25,S12G4,0,0,6
1738,25,S13G4,0,0,2
1739,25,S14G4,0,0,2
1740,25,S15G4,0,0,2
1741,25,S16G4,0,0,4
1742,25,S17G4,0,1,4
1743,25,S18G4,0,0,2
1744,25,S19G4,0,0,3
1745,25,S20G4,0,0,2
1746,25,S21G4,0,0,2
1747,26,S1G1,0,0,18
1748,26,S2G1,0,0,24
1749,26,S3G1,0,1,20
1750,26,S4G1,0,1,20
1751,26,S5G1,0,0,20
1752,26,S6G1,0,0,80
1753,26,S7G1,0,0,54
1754,26,S8G1,0,0,40
1755,26,S9G1,0,1,69
1756,26,S10G1,0,0,60
1757,26,S11G1,0,1,53
1758,26,S12G1,0,1,60
1759,26,S13G1,0,1,79
1760,26,S14G1,0,1,79
1761,26,S15G1,0,1,77
1762,26,S16G1,0,1,60
1763,26,S17G1,0,0,61
1764,26,S18G1,0,1,40
1765,26,S1G2,0,1,17
1766,26,S2G2,0,0,21
1767,26,S3G2,0,0,18
1768,26,S4G2,0,0,20
1769,26,S5G2,0,1,21
1770,26,S6G2,0,1,38
1771,26,S7G2,0,1,51
1772,26,S8G2,0,1,36
1773,26,S9G2,0,1,51
1774,26,S10G2,0,1,63
1775,26,S11G2,0,1,48
1776,26,S12G2,0,1,58
1777,26,S13G2,0,0,66
1778,26,S14G2,0,0,81
1779,26,S15G2,0,0,57
1780,26,S16G2,0,1,60
1781,26,S17G2,0,1,65
1782,26,S18G2,0,0,49
1783,26,S1G3,0,0,18
1784,26,S2G3,0,1,20
1785,26,S3G3,0,0,19
1786,26,S4G3,0,0,21
1787,26,S5G3,0,1,21
1788,26,S6G3,0,1,32
1789,26,S7G3,0,0,44
1790,26,S8G3,0,1,40
1791,26,S9G3,0,1,73
1792,26,S10G3,0,0,66
1793,26,S11G3,0,0,48
1794,26,S12G3,0,0,60
1795,26,S13G3,0,1,59
1796,26,S14G3,0,0,79
1797,26,S15G3,0,1,69
1798,26,S16G3,0,1,50
1799,26,S17G3,0,1,63
1800,26,S18G3,0,0,38
1801,26,S1G4,0,1,20
1802,26,S2G4,0,0,20
1803,26,S3G4,0,0,21
1804,26,S4G4,0,0,20
1805,26,S5G4,0,0,20
1806,26,S6G4,0,1,1
1807,26,S7G4,0,1,48
1808,26,S8G4,0,1,41
